,lread, lwrite, scall, sread, swrite, fork, exec, rchar, wchar, pgout, ppgout, pgfree, pgscan, atch, pgin, ppgin, pflt, vflt, runqsz, freemem, freeswap,usr
3853,0.00921409214092141,0.0034782608695652175,0.25637919896640826,0.04386295180722891,0.023674068636447054,0.039761431411530816,0.0167897918065816,0.14741738248262032,0.03603916394694813,0.01964636542239686,0.008686210640608035,0.0030592734225621415,0.0,0.006616882503072123,0.10056657223796034,0.07518540036225693,0.10357857301622583,0.11664712778429076,0.0009213323883770376,0.023304376879385233,0.6829280687950392,0.8888888888888888
6698,0.0016260162601626016,0.0,0.2238372093023256,0.029743975903614456,0.06496604881629657,0.10934393638170975,0.07051712558764271,0.012950196150921618,0.09925977362683147,0.0,0.0,0.0,0.0,0.0,0.015580736543909351,0.008885547315539455,0.22582796176928205,0.1635404454865182,0.00021261516654854715,0.10048446374874707,0.47063349656849524,0.8585858585858586
5023,0.0016260162601626016,0.0017391304347826088,0.06411498708010335,0.01901355421686747,0.01449807304092494,0.10934393638170975,0.0335795836131632,0.024408529071937572,0.08327921672106103,0.0,0.0,0.0,0.0,0.0,0.01841359773371105,0.008885547315539455,0.20804623249611023,0.12485345838218055,0.00014174344436569805,0.4553959238222519,0.8206202341759596,0.9090909090909091
310,0.011924119241192412,0.022608695652173914,0.3111272609819121,0.05176957831325301,0.033033584143879614,0.28827037773359837,0.2686366689053056,0.03355405837068269,0.056700506909242415,0.0,0.0,0.0,0.0,0.001890537858020607,0.113314447592068,0.06561634940706058,0.2482773949766615,0.3106682297772568,0.0,0.08578349482124958,0.4922264547953022,0.7373737373737373
1837,0.00921409214092141,0.010434782608695653,0.1739341085271318,0.04085090361445783,0.02514222793173059,0.02982107355864811,0.010073875083948958,0.008468669090960909,0.04578737587667523,0.012278978388998036,0.00977198697068404,0.0034416826003824093,0.0,0.003781075716041214,0.10339943342776205,0.07655240764157069,0.0629028673038453,0.08895076201641265,0.0,0.028065486134313398,0.4880373219328767,0.8787878787878788
8077,0.0005420054200542005,0.0017391304347826088,0.09156976744186046,0.005459337349397591,0.009543035419342998,0.009940357852882704,0.0033579583613163196,0.002466383599241758,0.0331549197972363,0.0,0.0,0.0,0.0,0.0,0.0028328611898017003,0.0013670072793137624,0.01733718604134252,0.012162954279015242,0.0,0.6896926161042433,0.8198949261875413,0.9595959595959596
6456,0.018970189701897018,0.017391304347826087,0.5123546511627907,0.08697289156626506,0.0273444668746559,0.3081510934393638,0.23841504365345867,0.06683103946332507,0.029915700298590375,0.09332023575638507,0.10532030401737243,0.1135755258126195,0.09215844785772029,0.02268645429624728,0.032577903682719546,0.02392262738799084,0.4685485663480774,0.4620457209847596,0.0026222537207654145,0.008853992649515537,0.5802633309334718,0.6363636363636364
5417,0.018970189701897018,0.0817391304347826,0.35852713178294576,0.11332831325301204,0.08240044044778859,0.15904572564612326,0.0167897918065816,0.04925286111976428,0.025865426012082495,0.03929273084479372,0.028230184581976115,0.011854684512428298,0.0014551333872271626,0.003781075716041214,0.07507082152974505,0.05126277297426608,0.19871082462769507,0.2316822977725674,0.0004606661941885187,0.009772803207484129,0.4904076123904181,0.7575757575757576
535,0.01951219512195122,0.07652173913043478,0.13727390180878554,0.02635542168674699,0.01761791154340246,0.05964214711729622,0.020147750167897917,0.06811192813723717,0.019873064370529825,0.0073673870333988214,0.003257328990228013,0.001147227533460803,0.0,0.013281028452594762,0.018484419263456092,0.00960322613717918,0.08819737719493222,0.15814038686987106,0.0005669737774627924,0.028483127297026394,0.43571662613649786,0.898989898989899
3887,0.007588075880758808,0.0052173913043478265,0.48950258397932817,0.12895331325301204,0.10662506881996697,0.386182902584493,0.05020147750167898,0.08883532941123849,0.04930602041524894,0.0,0.0,0.0,0.0,0.0,0.19893767705382437,0.09938142920611051,0.48638586352522784,0.5127491207502931,0.0004606661941885187,0.2683762111593719,0.44847304167957613,0.5959595959595959
7808,0.0016260162601626016,0.0017391304347826088,0.016795865633074936,0.0030120481927710845,0.005138557533492384,0.049701789264413515,0.006715916722632639,0.006913869736471801,0.007967780015276716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05378973105134474,0.049091441969519346,0.0,0.4361844303374541,0.8284354611857694,0.9797979797979798
7802,0.001084010840108401,0.0017391304347826088,0.029231266149870802,0.0037650602409638554,0.005872637181134153,0.019880715705765408,0.006715916722632639,0.003473361592576862,0.005951253385181585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037197154923316295,0.026428780773739745,0.00035435861091424523,0.5648179084530571,0.8313121744305529,0.9696969696969697
7023,0.00921409214092141,0.04173913043478261,0.06524547803617571,0.03049698795180723,0.009910075243163884,0.039761431411530816,0.013431833445265278,0.22224526801487193,0.1317430733976807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07320515670148924,0.06303487690504103,0.0006378454996456413,0.08077180086869362,0.7829461234806759,0.9393939393939394
693,0.02168021680216802,0.08695652173913043,0.13727390180878554,0.11370481927710843,0.009175995595522114,0.13916500994035783,0.07387508394895903,0.21986161177435934,0.20942379001458233,0.05893909626719057,0.03691639522258415,0.01644359464627151,0.0033953112368633794,0.004726344645051517,0.07507082152974505,0.07176788216397252,0.18515225605690153,0.1922626025791325,0.0005669737774627924,0.014533912462412295,0.7833874602406845,0.8484848484848485
1269,0.03902439024390244,0.11304347826086956,0.25516795865633074,0.058923192771084335,0.03541934299871536,0.10934393638170975,0.0904969778374748,0.12090029532479592,0.02977126588431359,0.1838163064833006,0.17339847991313792,0.11755258126195028,0.05018593371059014,0.07169864826543151,0.0763456090651558,0.045008714671405624,0.15683485218937543,0.22756447831184057,0.0015591778880226792,0.010942198463080522,0.5834480883208474,0.8181818181818182
1030,0.012466124661246613,0.0017391304347826088,0.1184593023255814,0.03614457831325301,0.022022389429253074,0.039761431411530816,0.013431833445265278,0.07273713955709593,0.02023915005902368,0.09577603143418467,0.18783930510314878,0.15678776290630975,0.1894907033144705,0.00850742036109273,0.4560906515580737,0.25494685759201663,0.052233829739942214,0.18596131301289567,0.0,0.006264617440694955,0.43154710824118386,0.8686868686868687
1112,0.0005420054200542005,0.0,0.02616279069767442,0.012424698795180723,0.01853551110295467,0.009940357852882704,0.0033579583613163196,0.016421974444766823,0.02759641691549198,0.03192534381139489,0.028230184581976115,0.007265774378585086,0.0,0.0,0.005665722379603401,0.0027340145586275248,0.026450322293843077,0.016559202813599065,0.0007087172218284905,0.038088874039425326,0.7648736060556753,0.9595959595959596
4868,0.0016260162601626016,0.0,0.01857235142118863,0.006400602409638554,0.009175995595522114,0.02982107355864811,0.013431833445265278,0.010201985377444564,0.04404083049788209,0.0,0.0,0.0,0.0,0.0009452689290103034,0.12889518413597734,0.07860291856054133,0.05445654589908869,0.06770222743259086,0.00014174344436569805,0.03399599064483796,0.7824294474151708,0.8585858585858586
6035,0.0027100271002710027,0.0,0.19573643410852712,0.05139307228915663,0.03927326114883465,0.23807157057654074,0.06027535258562793,0.03185953290312468,0.32163044233039373,0.9533398821218075,0.9102062975027144,0.4053154875717017,0.09971705739692804,0.0,0.3562322946175637,0.17395167629267624,0.23247388308513006,0.39033558030480653,0.0005315379163713678,0.014199799532241897,0.45278833444410516,0.7070707070707071
3439,0.0016260162601626016,0.0017391304347826088,0.07671188630490956,0.08471385542168675,0.022022389429253074,0.019880715705765408,0.006715916722632639,0.39782795163497364,0.35033456009999303,0.0,0.0,0.0,0.0,0.0,0.0028328611898017003,0.0013670072793137624,0.03689708824183152,0.032678780773739736,0.1945428773919206,0.0031740728366187773,2.2289735353972144e-06,0.0
2139,0.001084010840108401,0.0,0.03334948320413437,0.005647590361445783,0.004771517709671499,0.039761431411530816,0.010073875083948958,0.0010817888584059901,0.007419484758002916,0.029469548133595286,0.026004343105320307,0.01678776290630975,0.008391269199676638,0.0,0.08201133144475921,0.03957486073613342,0.047910646810402316,0.062302168815943734,0.0,0.010190444370197126,0.4753482213905674,0.9696969696969697
7126,0.005962059620596206,0.0034782608695652175,0.2935239018087855,0.03595632530120482,0.02183886951734263,0.12922465208747513,0.053727333781061114,0.14894922400550037,0.0378245955142004,0.0,0.0,0.0,0.0,0.0,0.01841359773371105,0.013670072793137623,0.13580795732384976,0.15782532239155922,0.0013465627214741317,0.27798195790177077,0.6917227067763024,0.8686868686868687
5265,0.0005420054200542005,0.0,0.06863695090439277,0.01637801204819277,0.005138557533492384,0.009940357852882704,0.0033579583613163196,0.002109349735252661,0.00482744253871259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01733718604134252,0.012162954279015242,0.00035435861091424523,0.49248245907116606,0.7679036726796943,0.9797979797979798
1789,0.22818428184281841,0.1617391304347826,0.18491602067183463,0.09073795180722892,0.07707836300238576,0.05964214711729622,0.023505708529214235,0.14425672238954612,0.20427081452676898,0.1694499017681729,0.45819761129207387,0.23709369024856597,0.09717057396928051,0.0,0.39376770538243633,0.33286627251290113,0.08979773282951767,0.1206037514654162,0.0002834868887313962,0.017624457066488474,0.43521867344869014,0.8282828282828283
2163,0.0005420054200542005,0.0017391304347826088,0.01187015503875969,0.002259036144578313,0.0023857588548357495,0.019880715705765408,0.0167897918065816,0.009288817833960253,0.005808485521838761,0.0,0.0,0.0,0.0,0.0,0.00424929178470255,0.003417518198284406,0.03467437208268504,0.029601406799531067,7.087172218284902e-05,0.3060474440360842,0.8244625387562774,0.98989898989899
7614,0.03577235772357724,0.1391304347826087,0.177406330749354,0.028802710843373495,0.08460267939071389,0.07952286282306163,0.06044325050369375,0.06858731358141777,0.021400736059995835,0.06385068762278978,0.03691639522258415,0.0130019120458891,0.0,0.037810757160412135,0.02974504249291785,0.015037080072451386,0.11113580795732386,0.16749706916764362,7.087172218284902e-05,0.013197460741730706,0.4515383260854544,0.8888888888888888
718,0.007588075880758808,0.03130434782608696,0.12516149870801033,0.01355421686746988,0.01119471462653698,0.009940357852882704,0.0033579583613163196,0.01698602461792033,0.01655496146100965,0.0663064833005894,0.03691639522258415,0.0130019120458891,0.0,0.009452689290103034,0.019830028328611898,0.019138101910392672,0.017114914425427875,0.012162954279015242,0.00014174344436569805,0.018626795856999667,0.7805437358042248,0.9595959595959596
6924,0.005420054200542005,0.01391304347826087,0.12621124031007752,0.02108433734939759,0.011745274362268306,0.009940357852882704,0.0033579583613163196,0.002253034095150712,0.008868828553572669,0.0,0.0,0.0,0.0,0.0,0.0014164305949008501,0.0006835036396568812,0.07963991998221827,0.013892145369284879,0.00035435861091424523,0.1249582358837287,0.48057204376812435,0.9494949494949495
6997,0.024390243902439025,0.0,0.3069282945736434,0.051957831325301206,0.029179665993760324,0.5755467196819085,0.5495298858294156,0.04098250019494366,0.01689160474967016,0.06618369351669941,0.15602605863192182,0.06755258126195028,0.04437348423605497,0.0,0.10177053824362607,0.06001161956187416,0.4720493442987331,0.5946512309495896,0.0002834868887313962,0.007266956231206148,0.49091358938295326,0.6161616161616161
3275,0.0,0.0,0.30482881136950907,0.036332831325301206,0.03523582308680492,0.019880715705765408,0.030221625251846875,0.008301235250087972,0.2144445524616346,0.19363948919449903,0.11921824104234528,0.041988527724665395,0.0,0.055676339918706866,0.005665722379603401,0.003417518198284406,0.03881973771949322,0.0432883939038687,0.00035435861091424523,0.011025726695623121,0.6155301502105266,0.9090909090909091
1661,0.007046070460704607,0.0052173913043478265,0.05127583979328165,0.007341867469879518,0.010827674802716094,0.05964214711729622,0.0167897918065816,0.020816420074486287,0.005575168391083953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0922427206045788,0.07444314185228605,0.0,0.6272134981623789,0.8341318259528304,0.9292929292929293
6538,0.0016260162601626016,0.0,0.39042312661498707,0.04725150602409638,0.03541934299871536,0.02982107355864811,0.0335795836131632,0.09031967197216878,0.07965557947364767,0.0,0.0,0.0,0.0,0.0009452689290103034,0.028328611898017,0.017087590991422028,0.09335407868415203,0.06037514654161782,0.0007087172218284905,0.18301035750083527,0.6837759703279043,0.8787878787878788
4956,0.003794037940379404,0.0017391304347826088,0.30684754521963825,0.03125,0.019453110662506882,0.18836978131212723,0.07370718603089321,0.055607034754594636,0.016250538157072426,0.012278978388998036,0.006514657980456026,0.002294455066921606,0.0,0.001890537858020607,0.018342776203966005,0.010901883052527254,0.2644143142920649,0.28314038686987103,0.00017717930545712261,0.015619779485466088,0.4520906657275258,0.8484848484848485
7344,0.001084010840108401,0.0,0.04505813953488372,0.023531626506024098,0.024591668195999266,0.06958250497017891,0.08059100067159167,0.0007548376703184133,0.00605346850913131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10980217826183597,0.057883939038686986,0.0,0.6316404944871367,0.8380815670575543,0.9595959595959596
587,0.026016260162601626,0.0017391304347826088,0.2371608527131783,0.05082831325301205,0.02238942925307396,0.5874751491053678,0.582102081934184,0.06138132522895489,0.02217179362544268,0.05415029469548134,0.1479370249728556,0.1279732313575526,0.10206143896523848,0.0,0.05679886685552408,0.0321930214278391,0.4621360302289398,0.5924824150058617,0.0006378454996456413,0.007099899766120949,0.48765616745832374,0.6262626262626263
2745,0.002168021680216802,0.0017391304347826088,0.5746124031007752,0.04631024096385542,0.05560653330886401,0.06958250497017891,0.023505708529214235,0.0651404722425962,0.31341823484480247,0.012278978388998036,0.006514657980456026,0.002294455066921606,0.0,0.003781075716041214,0.053824362606232294,0.034175181982844055,0.07134918870860192,0.08499413833528723,0.0004606661941885187,0.020380888740394253,0.44776601127414817,0.7777777777777778
1932,0.0016260162601626016,0.0017391304347826088,0.0625,0.03595632530120482,0.028629106258028995,0.05964214711729622,0.023505708529214235,0.12170184030769828,0.08432969932643566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08357412758390755,0.09451934349355218,0.0004252303330970943,0.4974106247911794,0.8190942788936267,0.9090909090909091
3917,0.0005420054200542005,0.0,0.11022286821705427,0.012801204819277108,0.009359515507432557,0.05964214711729622,0.09066487575554064,0.024837603028217154,0.014266787028678564,0.022102161100196464,0.01737242128121607,0.005353728489483747,0.0,0.0,0.028328611898017,0.014353576432794505,0.06668148477439431,0.09950175849941384,0.00035435861091424523,0.016288005345806884,0.45203717036267627,0.9494949494949495
3952,0.003794037940379404,0.0052173913043478265,0.21124031007751937,0.04348644578313253,0.03927326114883465,0.16898608349900596,0.026863666890530557,0.11898925375568355,0.13188528574404557,0.0,0.0,0.0,0.0,0.06805936288874184,0.15722379603399433,0.14353576432794504,0.17648366303623028,0.26186987104337633,0.00035435861091424523,0.04293351152689609,0.46495451779501024,0.7474747474747475
1580,0.0883468834688347,0.09043478260869565,0.1438953488372093,0.046875,0.043861258946595705,0.039761431411530816,0.013431833445265278,0.0774969313691457,0.13193417123810847,0.09847740667976423,0.22736156351791534,0.0965583173996176,0.03110751818916734,0.00283580678703091,0.02839943342776204,0.013704247975120466,0.07883974216492554,0.08839390386869872,0.0,0.010190444370197126,0.4373437768173378,0.9191919191919192
3833,0.001084010840108401,0.0034782608695652175,0.07727713178294573,0.01901355421686747,0.009359515507432557,0.009940357852882704,0.0033579583613163196,0.10809576265718693,0.13875925282966461,0.0,0.0,0.0,0.0,0.0,0.00708215297450425,0.003417518198284406,0.01844854412091576,0.021541617819460727,0.0011339475549255848,0.023220848646842634,0.7111678261044007,0.9595959595959596
4248,0.0005420054200542005,0.0,0.0625,0.00809487951807229,0.007524316388328133,0.009940357852882704,0.0033579583613163196,0.0010968301963567505,0.006686202347059232,0.059061886051080544,0.028284473398479913,0.009961759082217973,0.0,0.001890537858020607,0.005665722379603401,0.0027340145586275248,0.01737052678372972,0.0396468347010551,0.00010630758327427358,0.008937520882058136,0.4526871390455981,0.9797979797979798
7082,0.0,0.0,0.023982558139534885,0.005647590361445783,0.007707836300238576,0.009940357852882704,0.0033579583613163196,0.011460312044430529,0.0211640858273731,0.0,0.0,0.0,0.0,0.0,0.00708215297450425,0.004784525477598168,0.01625916870415648,0.012624560375146542,7.087172218284902e-05,0.14901436685599734,0.7894199542168836,0.8888888888888888
7825,0.026016260162601626,0.12347826086956522,0.2240794573643411,0.06118222891566265,0.07322444485226647,0.019880715705765408,0.006715916722632639,0.00902559441982195,0.03280161099923616,0.0,0.0,0.0,0.0,0.0009452689290103034,0.0,0.0,0.04534340964658813,0.03399765533411489,0.0007795889440113396,0.13506515202138322,0.7577885907760618,0.8888888888888888
7895,0.02168021680216802,0.04521739130434783,0.5270510335917312,0.21423192771084337,0.05615709304459534,0.5079522862823062,0.3163196776359973,0.8447892253354713,0.10190236789111867,0.0737966601178782,0.16753528773072748,0.15135755258126193,0.13478577202910266,0.003781075716041214,0.1731586402266289,0.21024571955845664,0.5888641920426761,0.6217028135990622,0.0004606661941885187,0.015870364183093885,0.4896591230772317,0.5252525252525253
5779,0.005420054200542005,0.01217391304347826,0.0670219638242894,0.016001506024096387,0.013947513305193613,0.039761431411530816,0.006715916722632639,0.07666292876224434,0.008011665856537741,0.08104125736738703,0.07166123778501629,0.025239005736137667,0.0,0.0,0.011331444759206801,0.0054680291172550495,0.07001555901311403,0.05524618991793669,0.0,0.04878048780487805,0.47155450843332136,0.9292929292929293
4128,0.0016260162601626016,0.0,0.02414405684754522,0.004141566265060241,0.003119838502477519,0.09940357852882703,0.06044325050369375,0.01764388524092463,0.007990000694396222,0.004911591355599215,0.006514657980456026,0.0007648183556405354,0.0,0.003781075716041214,0.00708215297450425,0.0041010218379412865,0.16470326739275395,0.11078546307151232,7.087172218284902e-05,0.5614767791513532,0.8246256996190684,0.9191919191919192
4299,0.02926829268292683,0.0782608695652174,0.4631782945736434,0.06682981927710843,0.16773719948614424,0.039761431411530816,0.0335795836131632,0.0979966916973002,0.08707728629956253,0.13777013752455797,0.13382193268186754,0.07049713193116634,0.034017784963621664,0.031241138103790526,0.10502832861189802,0.09657906428351731,0.048332962880640144,0.06739449003517,0.0006378454996456413,0.007517540928833946,0.4671825997409933,0.8383838383838383
5051,0.03902439024390244,0.08,0.34843346253229973,0.051957831325301206,0.028629106258028995,0.5566600397614313,0.5339153794492948,0.13090318088673436,0.04341420734671204,0.049115913555992145,0.09011943539630837,0.05583173996175908,0.03686337914308812,0.01134322714812364,0.13172804532577906,0.08543795495711014,0.4216492553900867,0.5162661195779601,0.00035435861091424523,0.009188105579685933,0.4884251633280358,0.6363636363636364
2064,0.013008130081300813,0.0017391304347826088,0.28641795865633074,0.05647590361445783,0.043310699210864376,0.19880715705765406,0.10745466756212223,0.10763146030412794,0.03833900423581696,0.00982318271119843,0.004343105320304018,0.004588910133843212,0.007760711398544866,0.00567161357406182,0.10339943342776205,0.1339667133727487,0.26894865525672373,0.25498241500586166,0.002834868887313962,0.021299699298362847,0.5800324092752047,0.7676767676767676
4183,0.0,0.0,0.03803294573643411,0.00677710843373494,0.0042209579739401724,0.009940357852882704,0.0033579583613163196,0.0012195358480603204,0.007821679050065967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018004000889086463,0.012895662368112546,7.087172218284902e-05,0.6288840628132308,0.833360601109583,0.9696969696969697
2836,0.0027100271002710027,0.0017391304347826088,0.3935723514211886,0.058358433734939756,0.059827491282804186,0.14910536779324055,0.09402283411685694,0.1003942018017148,0.33039872231095063,0.0,0.0,0.0,0.0,0.0,0.056657223796034,0.034175181982844055,0.19626583685263393,0.18434935521688162,0.00014174344436569805,0.06440026729034413,0.44327953334210063,0.7676767676767676
6859,0.0027100271002710027,0.0,0.15253552971576229,0.053840361445783136,0.04312717929895394,0.20874751491053678,0.020147750167897917,0.05240718801791186,0.00989486841191584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22160480106690378,0.21395076201641267,0.0007087172218284905,0.04836284664216505,0.7628474691119992,0.8686868686868687
4281,0.0,0.0,0.014534883720930232,0.010730421686746988,0.0042209579739401724,0.009940357852882704,0.0033579583613163196,0.09213175737055246,0.12110825637108534,0.03192534381139489,0.01520086862106406,0.01988527724665392,0.011156022635408247,0.0,0.032577903682719546,0.02392262738799084,0.01733718604134252,0.022420867526377494,0.0008504606661941885,0.006598730370865353,0.7736464000962917,0.9797979797979798
4794,0.0027100271002710027,0.0052173913043478265,0.20316537467700257,0.02447289156626506,0.02018719031014865,0.049701789264413515,0.013431833445265278,0.0080522615245346,0.026168738282063744,0.0,0.0,0.0,0.0,0.0009452689290103034,0.0368271954674221,0.019138101910392672,0.051344743276283626,0.06447831184056273,0.0,0.035332442365519544,0.47567855526851327,0.9090909090909091
3437,0.0016260162601626016,0.0,0.03181524547803618,0.007153614457831325,0.004404477885850615,0.1386679920477137,0.04684351914036266,0.04911273918201246,0.027520311089507674,0.0,0.0,0.0,0.0,0.0,0.031090651558073654,0.025904787942995795,0.28305178928650815,0.1869065064478312,0.0004961020552799433,0.19011025726695624,0.8094526309689125,0.8282828282828283
6486,0.0,0.0,0.008074935400516795,0.0018825301204819277,0.00403743806202973,0.009940357852882704,0.0033579583613163196,0.001886500438771661,0.005021873481008263,0.0,0.0,0.0,0.0,0.0,0.0028328611898017003,0.0013670072793137624,0.014669926650366748,0.012162954279015242,0.0005669737774627924,0.19837955228867357,0.789999933130794,0.9292929292929293
3988,0.008130081300813009,0.022608695652173914,0.06532622739018087,0.021272590361445784,0.017067351807671133,0.08946322067594434,0.036937541974479515,0.02203674757191244,0.009671550586764808,0.0,0.0,0.0,0.0,0.0,0.0084985835694051,0.004784525477598168,0.12758390753500778,0.14317116060961313,0.0,0.1106749081189442,0.4336624041262758,0.9292929292929293
1229,0.001084010840108401,0.0017391304347826088,0.007348191214470284,0.0013177710843373493,0.0014681592952835382,0.019880715705765408,0.020147750167897917,0.002976601615518861,0.003726963405319075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038897532785063346,0.025937866354044548,0.0,0.6566989642499165,0.8384925897774815,0.98989898989899
225,0.005962059620596206,0.02608695652173913,0.013565891472868217,0.007341867469879518,0.004771517709671499,0.009940357852882704,0.0033579583613163196,0.10023230950640266,0.01779154225401014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017781729273171818,0.012602579132473623,0.00014174344436569805,0.7654527230203809,0.8325082416296471,0.9797979797979798
726,0.02168021680216802,0.08695652173913043,0.20195413436692505,0.042733433734939756,0.012479354009910076,0.13916500994035783,0.04365345869711216,0.2152367961791835,0.012744670508992431,0.0,0.0,0.0,0.0,0.0,0.19121813031161475,0.11141109326407163,0.24116470326739275,0.21409730363423213,0.0004961020552799433,0.10482793184096224,0.7814032279994739,0.8080808080808081
7404,0.004878048780487805,0.010434782608695653,0.0753391472868217,0.019390060240963857,0.013213433657551845,0.09940357852882703,0.05708529214237743,0.05368253514626316,0.02989181306853691,0.1350687622789784,0.0955483170466884,0.03365200764818356,0.0,0.03024860572832971,0.20113314447592068,0.18933050818495606,0.17226050233385198,0.19592614302461903,0.0007087172218284905,0.021884396926161044,0.4231608182116054,0.8484848484848485
1404,0.005962059620596206,0.010434782608695653,0.049257105943152454,0.010353915662650603,0.006606716828775922,0.05964214711729622,0.030221625251846875,0.0050657642919428696,0.007631692243594195,0.05648330058939096,0.02714440825190011,0.009560229445506692,0.0,0.004726344645051517,0.011331444759206801,0.007518540036225693,0.0684596577017115,0.055392731535756155,0.09142452161587526,0.0032576010691613764,1.7831788283177714e-06,0.0
7580,0.0027100271002710027,0.006956521739130435,0.3489987080103359,0.06946536144578314,0.045512938153789685,0.09940357852882703,0.10409670920080591,0.05185817918270911,0.02098520936046108,0.0663064833005894,0.09446254071661238,0.06653919694072657,0.03459983831851253,0.006616882503072123,0.05524079320113315,0.044427736577697274,0.1382529450989109,0.14317116060961313,0.0,0.011025726695623121,0.49014994304972614,0.8282828282828283
50,0.004336043360433604,0.0017391304347826088,0.2235949612403101,0.03162650602409638,0.014681592952835382,0.049701789264413515,0.026863666890530557,0.08010620767891968,0.006535657246024582,0.0,0.0,0.0,0.0,0.0009452689290103034,0.053824362606232294,0.048528758415638557,0.1458101800400089,0.14551582649472453,0.00021261516654854715,0.2886735716672235,0.7779322704101534,0.9292929292929293
